customer_id,age,gender,city,device
892,24,Male,Chicago,Desktop
893,50,Female,Chicago,Desktop
894,23,Female,LA,Mobile
895,33,Male,New York,Mobile
896,58,Male,New York,Desktop
897,43,Female,New York,Mobile
898,24,Male,New York,Mobile
899,32,Female,New York,Desktop
900,39,Male,LA,Desktop
901,49,Female,LA,Desktop
902,54,Female,New York,Desktop
903,40,Female,Chicago,Mobile
904,48,Male,New York,Mobile
905,59,Female,Chicago,Mobile
906,27,Female,New York,Mobile
907,66,Female,LA,Desktop
908,47,Female,Chicago,Mobile
909,37,Male,LA,Desktop
910,48,Male,Chicago,Mobile
911,63,Male,New York,Desktop
912,45,Female,LA,Mobile
913,36,Female,New York,Mobile
914,70,Male,Chicago,Mobile
915,55,Female,Chicago,Desktop
916,59,Female,LA,Desktop
917,67,Male,LA,Desktop
918,43,Female,LA,Mobile
919,23,Male,New York,Mobile
920,48,Male,New York,Desktop
921,31,Female,Chicago,Mobile
922,39,Male,New York,Mobile
923,48,Female,Chicago,Mobile
924,42,Female,Chicago,Desktop
925,62,Female,New York,Desktop
926,45,Male,Chicago,Mobile
927,43,Male,Chicago,Mobile
928,25,Male,New York,Desktop
929,44,Male,New York,Mobile
930,28,Male,New York,Desktop
931,46,Female,New York,Desktop
932,36,Male,LA,Mobile
933,54,Male,New York,Mobile
934,63,Male,Chicago,Desktop
935,57,Female,LA,Desktop
936,21,Male,Chicago,Desktop
937,40,Female,New York,Desktop
938,49,Female,Chicago,Desktop
939,53,Male,New York,Mobile
940,59,Male,Chicago,Desktop
941,69,Male,Chicago,Desktop
942,38,Female,New York,Desktop
943,34,Female,LA,Mobile
944,64,Female,LA,Mobile
945,54,Male,New York,Desktop
946,54,Male,LA,Desktop
947,65,Female,New York,Mobile
948,37,Female,Chicago,Mobile
949,20,Female,New York,Mobile
950,20,Male,New York,Desktop
951,42,Female,Chicago,Mobile
952,37,Female,LA,Mobile
953,42,Female,LA,Mobile
954,25,Male,New York,Desktop
955,62,Male,Chicago,Desktop
956,43,Female,LA,Desktop
957,34,Female,Chicago,Mobile
958,47,Female,New York,Desktop
959,67,Female,New York,Desktop
960,32,Male,New York,Desktop
961,54,Female,New York,Mobile
962,63,Male,New York,Mobile
963,58,Female,New York,Desktop
964,29,Female,Chicago,Mobile
965,35,Female,Chicago,Mobile
966,47,Female,Chicago,Desktop
967,32,Female,LA,Desktop
968,61,Male,Chicago,Mobile
969,60,Male,LA,Mobile
970,64,Male,LA,Desktop
971,18,Female,LA,Mobile
972,44,Male,Chicago,Desktop
973,58,Female,Chicago,Mobile
974,52,Male,New York,Mobile
975,21,Female,New York,Mobile
976,38,Female,New York,Desktop
977,37,Male,New York,Mobile
978,70,Female,New York,Desktop
979,20,Female,Chicago,Desktop
980,41,Female,LA,Mobile
981,54,Female,New York,Mobile
982,40,Male,LA,Mobile
983,19,Male,Chicago,Desktop
984,32,Male,Chicago,Desktop
985,36,Male,Chicago,Desktop
986,39,Male,New York,Mobile
987,53,Female,New York,Mobile
988,64,Male,New York,Desktop
989,39,Female,Chicago,Mobile
990,36,Male,LA,Mobile
991,19,Female,New York,Desktop
992,29,Male,New York,Desktop
993,64,Male,LA,Mobile
994,63,Male,New York,Desktop
995,47,Female,Chicago,Mobile
996,62,Female,Chicago,Desktop
997,66,Female,New York,Desktop
998,21,Male,New York,Mobile
999,30,Female,LA,Desktop
1000,26,Female,Chicago,Desktop
