cart_id,customer_id,product_id,cart_date,items_in_cart,cart_value,session_minutes,abandoned,traffic_source
2544,766,170,2024-04-02,4,727.64,40,0,Ads
2545,788,72,2024-02-04,5,921.02,5,1,Direct
2546,510,388,2024-06-20,3,100.35,4,0,Email
2547,681,373,2024-08-17,4,853.71,17,1,Email
2548,808,172,2024-10-25,4,974.48,10,1,Social
2549,613,95,2024-02-03,5,1180.22,32,0,Email
2550,938,9,2024-09-12,5,625.91,2,0,Ads
2551,575,387,2024-02-08,3,81.37,31,0,Ads
2552,788,6,2024-08-05,2,211.0,60,1,Ads
2553,116,96,2024-12-05,2,954.65,40,0,Ads
2554,94,278,2024-08-26,5,481.86,6,1,Ads
2555,298,60,2024-08-14,5,157.36,7,1,Social
2556,520,69,2024-07-10,3,451.39,41,0,Email
2557,811,3,2024-04-29,4,1185.36,48,0,Ads
2558,708,267,2024-10-30,3,802.95,11,1,Email
2559,361,41,2024-12-20,1,991.29,48,1,Direct
2560,361,31,2024-03-22,5,795.33,58,1,Email
2561,867,380,2024-08-13,1,308.94,26,1,Social
2562,901,154,2024-07-04,3,607.52,22,1,Email
2563,331,361,2024-10-25,4,349.57,27,1,Social
2564,685,347,2024-05-21,3,807.47,27,1,Social
2565,355,167,2024-03-01,3,1007.6,35,1,Ads
2566,965,58,2024-03-24,5,914.17,10,0,Ads
2567,141,6,2024-07-22,2,1124.51,8,0,Ads
2568,372,260,2024-09-20,3,593.16,53,1,Email
2569,729,370,2024-11-16,2,1176.76,23,1,Social
2570,97,187,2024-09-09,1,62.68,53,1,Ads
2571,179,70,2024-08-14,4,229.37,53,0,Ads
2572,428,206,2024-02-01,1,860.65,28,1,Ads
2573,372,197,2024-11-24,1,472.71,11,1,Social
2574,388,104,2024-01-22,4,666.2,12,1,Direct
2575,315,127,2024-05-14,1,779.87,6,1,Direct
2576,335,302,2024-04-28,2,854.92,27,1,Social
2577,830,392,2024-10-13,3,318.47,49,1,Social
2578,293,195,2024-04-25,3,968.57,31,0,Social
2579,986,318,2024-09-08,2,785.76,15,1,Ads
2580,497,113,2024-12-24,2,544.17,18,0,Social
2581,49,105,2024-05-10,5,685.09,54,0,Direct
2582,735,364,2024-09-19,5,533.29,21,1,Ads
2583,810,249,2024-09-25,1,792.46,47,1,Direct
2584,719,174,2024-07-28,4,917.66,28,1,Ads
2585,61,372,2024-02-09,1,1077.67,27,0,Ads
2586,569,319,2024-08-22,3,914.11,19,0,Email
2587,757,37,2024-10-18,5,552.46,59,1,Email
2588,822,396,2024-08-06,2,676.48,54,0,Direct
2589,756,56,2024-07-31,4,703.93,33,0,Ads
2590,159,323,2024-02-18,3,1130.35,58,1,Direct
2591,994,385,2024-08-27,2,816.09,35,0,Email
2592,355,128,2024-09-18,2,49.23,33,1,Ads
2593,713,50,2024-03-28,1,395.16,10,1,Direct
2594,677,360,2024-09-11,3,662.59,46,0,Direct
2595,918,230,2024-12-05,3,64.1,31,1,Email
2596,104,294,2024-01-10,1,345.9,49,0,Social
2597,699,290,2024-05-20,2,783.29,26,0,Direct
2598,976,3,2024-05-17,1,774.89,58,0,Direct
2599,864,316,2024-05-08,4,358.97,18,1,Direct
2600,708,17,2024-05-31,1,1071.36,53,0,Direct
2601,114,120,2024-11-24,1,339.3,28,0,Email
2602,835,302,2024-09-01,4,92.01,38,0,Email
2603,380,40,2024-11-26,3,644.73,56,1,Direct
2604,928,161,2024-01-09,2,609.32,4,0,Social
2605,200,329,2024-07-22,4,1038.59,54,0,Ads
2606,669,230,2024-04-13,5,1111.56,57,0,Email
2607,673,126,2024-06-19,1,264.71,40,0,Email
2608,422,119,2024-08-05,1,258.55,18,0,Direct
2609,473,134,2024-05-01,2,154.2,54,1,Direct
2610,256,69,2024-03-21,4,737.33,53,1,Social
2611,825,160,2024-05-27,2,156.98,5,0,Direct
2612,253,59,2024-09-25,5,463.39,47,1,Social
2613,432,155,2024-01-20,1,809.8,37,0,Email
2614,840,24,2024-05-11,1,102.25,34,0,Email
2615,405,35,2024-09-21,3,662.84,43,1,Direct
2616,980,368,2024-09-12,1,587.21,59,0,Direct
2617,37,332,2024-11-01,1,940.51,38,1,Ads
2618,618,340,2024-05-10,5,74.25,8,1,Email
2619,828,294,2024-06-23,1,686.5,17,1,Email
2620,671,332,2024-01-17,5,519.9,29,1,Ads
2621,186,106,2024-09-26,2,469.86,5,1,Ads
2622,366,99,2024-03-28,1,1128.49,27,1,Social
2623,791,20,2024-01-05,1,987.04,50,1,Email
2624,543,322,2024-04-26,5,635.57,10,0,Ads
2625,939,110,2024-01-02,5,1186.82,28,1,Direct
2626,244,261,2024-08-14,3,232.93,43,1,Social
2627,803,300,2024-02-09,1,181.93,50,1,Ads
2628,719,76,2024-12-22,3,662.76,41,0,Direct
2629,815,13,2024-09-14,5,1138.98,42,0,Ads
2630,378,389,2024-02-07,4,396.47,34,1,Social
2631,829,300,2024-05-31,1,476.67,54,1,Direct
2632,465,256,2024-04-14,4,1079.13,18,1,Ads
2633,897,299,2024-12-01,5,1189.52,37,0,Social
2634,924,301,2024-11-13,1,661.19,29,0,Direct
2635,999,30,2024-09-16,4,807.28,58,0,Ads
2636,173,112,2024-04-02,3,341.91,59,1,Ads
2637,922,97,2024-01-27,3,28.41,39,1,Direct
2638,412,351,2024-12-03,1,995.22,9,1,Social
2639,216,140,2024-02-09,4,36.36,30,0,Ads
2640,707,71,2024-05-26,3,974.08,12,1,Social
2641,195,65,2024-07-14,1,641.91,50,0,Ads
2642,699,220,2024-09-08,3,1144.96,55,1,Direct
2643,588,47,2024-12-02,1,301.5,37,1,Social
2644,902,32,2024-02-14,4,242.59,51,0,Ads
2645,950,175,2024-10-14,4,1163.29,39,1,Social
2646,771,343,2024-07-22,4,150.27,27,0,Email
2647,340,92,2024-03-18,3,728.03,27,1,Ads
2648,962,174,2024-09-22,3,485.55,18,0,Social
2649,934,146,2024-08-17,2,1147.06,18,1,Direct
2650,932,73,2024-06-06,2,1106.87,23,0,Ads
2651,732,37,2024-07-02,1,846.18,43,1,Email
2652,623,73,2024-05-01,3,612.68,3,0,Direct
2653,657,2,2024-06-21,1,1102.97,4,0,Social
2654,385,278,2024-04-26,4,404.5,22,0,Direct
2655,370,209,2024-08-13,2,901.5,27,1,Social
2656,418,270,2024-08-27,5,59.09,55,0,Direct
2657,611,349,2024-05-22,4,1134.79,12,0,Ads
2658,946,111,2024-08-26,1,1187.03,43,0,Email
2659,215,76,2024-06-24,1,664.64,36,1,Email
2660,425,62,2024-10-19,4,895.05,30,0,Ads
2661,27,56,2024-08-16,5,729.0,1,1,Ads
2662,855,133,2024-07-02,3,629.76,31,0,Ads
2663,48,4,2024-11-30,1,118.76,57,0,Direct
2664,376,239,2024-08-12,4,435.83,25,1,Ads
2665,469,89,2024-05-20,4,638.55,26,1,Social
2666,268,120,2024-02-23,4,1085.3,59,0,Ads
2667,141,18,2024-08-10,4,192.99,51,0,Ads
2668,462,340,2024-03-07,2,675.69,31,1,Social
2669,751,41,2024-01-23,4,58.01,60,0,Ads
2670,907,282,2024-12-02,3,984.17,52,1,Ads
2671,669,165,2024-11-25,4,1075.17,23,1,Direct
2672,51,387,2024-08-17,3,784.66,28,1,Ads
2673,757,369,2024-05-11,1,233.08,48,1,Direct
2674,780,4,2024-02-16,1,1102.05,55,0,Direct
2675,55,299,2024-10-17,3,173.69,27,1,Direct
2676,182,128,2024-01-17,5,955.74,59,0,Direct
2677,371,141,2024-04-18,5,651.86,21,0,Direct
2678,304,17,2024-09-06,3,1107.83,30,0,Social
2679,698,207,2024-01-19,3,823.77,34,0,Ads
2680,9,121,2024-01-31,3,502.78,60,1,Direct
2681,99,295,2024-09-20,5,798.86,2,0,Ads
2682,575,198,2024-01-15,5,468.99,1,1,Email
2683,372,33,2024-05-17,4,451.79,22,0,Direct
2684,959,29,2024-06-18,3,852.39,29,0,Ads
2685,786,254,2024-12-03,1,513.97,57,1,Social
2686,444,96,2024-06-03,5,199.25,45,1,Ads
2687,426,348,2024-08-30,4,1119.85,33,1,Ads
2688,258,10,2024-06-01,5,381.49,25,1,Social
2689,76,364,2024-07-18,1,787.55,55,0,Email
2690,509,27,2024-07-03,3,705.49,18,1,Email
2691,420,42,2024-06-08,1,165.11,60,1,Direct
2692,289,150,2024-11-25,3,969.44,14,0,Email
2693,584,237,2024-01-27,2,700.41,27,0,Social
2694,910,19,2024-01-11,5,519.09,60,1,Social
2695,352,118,2024-05-07,2,156.67,20,1,Direct
2696,868,204,2024-04-24,2,563.53,14,0,Ads
2697,308,302,2024-07-09,4,605.51,13,0,Ads
2698,444,308,2024-03-11,1,948.85,26,0,Ads
2699,902,1,2024-07-03,4,891.29,52,0,Ads
2700,731,176,2024-02-19,1,950.7,34,1,Social
2701,527,276,2024-11-10,5,104.97,56,0,Ads
2702,146,308,2024-07-22,2,931.56,17,1,Email
2703,799,357,2024-08-11,1,75.29,39,1,Direct
2704,38,153,2024-06-13,1,306.75,60,0,Social
2705,221,358,2024-06-29,4,531.78,51,0,Email
2706,512,44,2024-07-05,2,581.55,56,0,Ads
2707,2,265,2024-04-14,5,955.83,53,0,Direct
2708,500,281,2024-10-08,3,1105.23,7,0,Social
2709,559,103,2024-03-04,2,377.3,20,0,Email
2710,353,134,2024-10-05,5,204.54,30,1,Direct
2711,5,37,2024-06-29,2,501.56,29,0,Email
2712,962,161,2024-02-10,5,43.79,47,1,Social
2713,73,333,2024-03-30,3,209.51,28,1,Ads
2714,272,325,2024-07-09,5,694.26,7,1,Social
2715,999,124,2024-03-01,1,226.82,16,1,Direct
2716,72,368,2024-11-05,4,949.73,15,1,Social
2717,761,268,2024-08-02,1,683.23,47,0,Email
2718,205,9,2024-06-24,2,760.11,6,0,Direct
2719,216,164,2024-02-15,4,40.17,9,0,Ads
2720,907,216,2024-01-08,5,809.28,4,1,Social
2721,413,224,2024-06-28,2,239.2,29,0,Email
2722,742,287,2024-10-23,5,386.54,28,1,Social
2723,875,71,2024-03-25,3,749.06,48,1,Social
2724,517,48,2024-06-15,1,557.63,36,0,Direct
2725,453,82,2024-11-05,2,736.91,4,1,Social
2726,49,251,2024-11-06,3,73.69,52,0,Email
2727,118,344,2024-11-21,2,343.37,42,1,Email
2728,418,298,2024-11-29,2,311.83,57,1,Social
2729,104,156,2024-05-24,4,127.5,41,0,Ads
2730,704,309,2024-02-01,5,111.58,9,1,Direct
2731,335,100,2024-08-25,3,624.86,41,0,Social
2732,813,124,2024-07-08,2,22.95,32,1,Email
2733,183,312,2024-04-07,2,401.14,37,0,Ads
2734,561,271,2024-04-27,3,1080.12,30,0,Direct
2735,346,145,2024-08-14,2,232.42,24,0,Social
2736,546,220,2024-04-11,2,842.82,3,1,Email
2737,935,396,2024-03-03,4,35.86,17,0,Email
2738,317,9,2024-05-30,1,816.0,57,0,Ads
2739,367,290,2024-05-25,1,809.71,36,1,Direct
2740,769,336,2024-02-24,5,315.13,37,1,Email
2741,264,211,2024-12-23,5,911.02,6,1,Ads
2742,580,233,2024-02-27,1,107.86,27,0,Social
2743,186,248,2024-05-11,2,355.35,13,0,Email
2744,757,51,2024-07-13,1,386.88,27,0,Social
2745,675,318,2024-02-20,2,376.74,24,0,Ads
2746,798,371,2024-03-25,4,597.37,52,0,Email
2747,297,241,2024-02-03,2,1136.08,38,0,Email
2748,667,111,2024-07-30,3,1010.66,44,0,Social
2749,818,355,2024-03-10,4,1023.66,33,1,Ads
2750,495,100,2024-08-03,1,662.45,14,1,Direct
2751,145,341,2024-01-07,2,799.04,30,1,Social
2752,264,274,2024-04-27,4,760.85,42,1,Ads
2753,723,334,2024-12-07,1,643.17,6,0,Direct
2754,940,256,2024-01-21,1,98.89,47,0,Direct
2755,214,389,2024-08-21,3,49.54,27,1,Direct
2756,511,199,2024-03-26,5,636.11,27,0,Direct
2757,694,154,2024-02-29,1,446.03,12,1,Direct
2758,711,246,2024-01-17,5,1133.12,3,0,Social
2759,416,333,2024-10-24,3,705.45,31,1,Direct
2760,95,79,2024-11-24,2,648.23,13,0,Email
2761,668,318,2024-11-15,2,421.11,42,1,Email
2762,322,205,2024-06-15,5,138.35,57,1,Email
2763,358,199,2024-04-25,5,385.51,32,0,Ads
2764,774,114,2024-04-01,4,396.93,18,1,Direct
2765,211,262,2024-08-09,4,142.87,40,0,Social
2766,181,236,2024-11-03,1,25.06,51,1,Ads
2767,604,51,2024-03-09,5,844.07,44,1,Email
2768,326,201,2024-03-15,2,471.06,50,0,Email
2769,921,118,2024-08-06,4,345.42,52,0,Direct
2770,890,204,2024-01-30,3,619.64,46,1,Direct
2771,329,139,2024-06-30,2,40.78,58,0,Social
2772,538,160,2024-04-20,4,45.72,10,0,Social
2773,414,318,2024-10-25,4,161.51,10,1,Social
2774,22,88,2024-09-11,3,607.37,26,1,Social
2775,747,330,2024-07-07,5,112.69,43,0,Email
2776,505,384,2024-03-02,4,1042.75,40,1,Email
2777,926,378,2024-11-10,3,811.52,1,1,Direct
2778,174,357,2024-01-21,2,107.02,18,1,Email
2779,555,52,2024-05-17,4,518.98,26,1,Ads
2780,89,184,2024-09-27,4,1117.02,24,1,Social
2781,475,27,2024-10-29,1,400.19,32,1,Email
2782,48,9,2024-01-13,1,1004.6,52,0,Ads
2783,508,221,2024-09-11,4,1070.57,30,0,Direct
2784,321,72,2024-06-14,4,42.83,55,1,Email
2785,648,22,2024-02-16,5,339.59,14,0,Direct
2786,323,23,2024-09-09,4,1011.42,44,0,Email
2787,62,167,2024-05-29,5,507.89,56,1,Email
2788,62,261,2024-12-12,4,790.12,5,1,Email
2789,951,50,2024-05-16,5,606.06,12,0,Direct
2790,306,260,2024-05-12,3,1166.65,7,1,Ads
2791,766,95,2024-12-02,2,716.1,4,0,Ads
2792,618,175,2024-09-21,2,972.79,30,0,Direct
2793,887,389,2024-02-16,4,1008.7,41,0,Direct
2794,384,284,2024-05-02,5,888.52,14,0,Email
2795,296,307,2024-03-14,3,587.05,32,0,Direct
2796,633,361,2024-05-12,1,670.09,47,1,Ads
2797,379,333,2024-03-22,3,606.0,24,1,Direct
2798,455,115,2024-02-12,5,377.6,22,1,Direct
2799,500,350,2024-11-22,3,643.36,45,0,Social
2800,669,100,2024-03-11,2,391.86,31,0,Ads
2801,956,46,2024-05-11,1,1091.99,24,1,Ads
2802,168,180,2024-12-11,4,780.2,10,0,Social
2803,767,262,2024-12-25,1,1081.22,10,1,Ads
2804,287,364,2024-10-31,4,864.11,33,0,Social
2805,684,339,2024-07-20,1,968.21,21,0,Ads
2806,904,319,2024-02-08,2,1021.48,13,1,Ads
2807,650,86,2024-09-04,1,186.62,40,0,Email
2808,74,130,2024-11-01,2,121.88,57,1,Ads
2809,301,392,2024-01-28,4,1063.64,53,0,Email
2810,45,287,2024-11-30,5,76.72,39,0,Ads
2811,651,170,2024-02-19,1,284.17,52,0,Ads
2812,350,163,2024-02-02,1,1161.02,46,0,Email
2813,67,86,2024-11-27,3,798.08,43,1,Ads
2814,857,339,2024-05-27,1,428.28,6,0,Ads
2815,738,37,2024-12-31,3,561.11,13,1,Direct
2816,903,358,2024-07-09,1,1163.19,46,0,Direct
2817,367,176,2024-06-18,5,308.01,19,0,Direct
2818,460,117,2024-12-30,5,58.13,59,1,Email
2819,919,10,2024-12-11,5,1004.64,50,0,Email
2820,975,215,2024-12-16,1,127.84,23,0,Social
2821,43,315,2024-03-04,5,770.16,37,0,Email
2822,314,374,2024-04-10,3,848.85,3,1,Direct
2823,564,167,2024-05-10,1,511.63,22,0,Ads
2824,484,273,2024-04-01,5,429.69,24,0,Email
2825,769,124,2024-01-30,4,459.26,10,1,Ads
2826,152,248,2024-03-05,2,368.28,4,0,Direct
2827,660,400,2024-11-23,2,972.71,52,1,Email
2828,893,377,2024-09-08,2,654.4,4,1,Social
2829,659,397,2024-09-17,2,879.53,55,0,Ads
2830,852,154,2024-05-20,3,746.22,29,1,Direct
2831,486,399,2024-08-08,5,1034.38,51,1,Email
2832,578,155,2024-12-28,4,572.45,27,1,Direct
2833,687,87,2024-10-26,5,43.94,30,0,Social
2834,338,337,2024-08-01,2,203.91,23,1,Direct
2835,573,13,2024-03-14,4,774.11,51,0,Email
2836,569,391,2024-04-22,2,375.1,25,0,Direct
2837,208,157,2024-08-09,4,223.72,44,0,Email
2838,340,194,2024-11-17,3,443.99,53,0,Ads
2839,223,327,2024-03-25,4,260.61,14,0,Email
2840,46,258,2024-01-01,2,1163.99,28,1,Email
2841,124,175,2024-12-29,3,617.82,10,1,Email
2842,612,191,2024-08-14,1,1073.21,40,1,Email
2843,348,125,2024-01-17,3,316.41,18,0,Social
2844,582,210,2024-10-21,5,1035.9,9,0,Email
2845,895,110,2024-06-22,2,1078.09,42,0,Email
2846,55,261,2024-01-14,2,888.3,56,1,Direct
2847,424,239,2024-07-12,5,172.55,49,0,Email
2848,528,287,2024-01-06,3,561.44,36,0,Ads
2849,432,131,2024-06-15,3,109.09,19,0,Email
2850,794,24,2024-01-12,5,49.5,43,1,Email
2851,339,268,2024-08-06,5,974.82,50,0,Email
2852,125,215,2024-12-16,4,640.88,1,0,Direct
2853,560,3,2024-05-26,4,691.93,2,0,Social
2854,806,388,2024-06-03,5,544.15,23,1,Email
2855,18,392,2024-05-26,1,881.59,58,0,Ads
2856,79,200,2024-12-06,5,602.86,4,0,Social
2857,451,270,2024-10-13,3,1120.52,29,0,Email
2858,587,31,2024-12-28,2,556.43,34,1,Direct
2859,396,94,2024-05-15,4,1163.09,55,1,Ads
2860,506,338,2024-08-11,5,729.69,58,0,Direct
2861,736,122,2024-03-02,1,1080.71,44,0,Ads
2862,494,187,2024-03-13,4,61.67,38,0,Email
2863,892,111,2024-07-04,5,1114.21,3,0,Social
2864,674,269,2024-11-07,3,931.21,52,0,Ads
2865,311,327,2024-03-14,3,1136.13,44,0,Social
2866,867,282,2024-04-08,4,1157.22,30,0,Email
2867,960,343,2024-03-23,4,1065.38,15,1,Ads
2868,173,71,2024-06-19,5,360.1,6,1,Ads
2869,237,270,2024-01-26,4,448.03,33,1,Email
2870,619,234,2024-03-14,4,161.14,46,1,Direct
2871,862,291,2024-06-13,2,492.33,28,0,Ads
2872,89,360,2024-11-21,5,611.28,41,1,Social
2873,575,294,2024-03-17,2,321.05,56,1,Ads
2874,221,264,2024-07-21,2,540.59,18,0,Ads
2875,895,187,2024-04-14,2,892.78,50,1,Ads
2876,662,367,2024-04-11,1,579.79,12,0,Ads
2877,620,13,2024-10-26,5,560.5,14,0,Email
2878,14,67,2024-11-21,4,658.54,20,1,Ads
2879,45,163,2024-04-02,4,1198.83,30,1,Social
2880,718,221,2024-08-29,2,82.16,21,1,Ads
2881,366,281,2024-09-27,5,297.14,43,1,Email
2882,170,340,2024-02-27,2,196.08,2,1,Ads
2883,743,306,2024-04-28,3,781.03,36,1,Direct
2884,214,331,2024-06-07,5,424.46,27,1,Social
2885,748,89,2024-07-30,1,767.38,5,1,Social
2886,752,352,2024-03-05,1,991.71,7,0,Ads
2887,230,259,2024-07-03,2,1009.17,32,0,Email
2888,683,87,2024-09-11,3,529.04,15,0,Direct
2889,424,32,2024-09-23,4,933.31,35,0,Social
2890,119,134,2024-03-27,1,258.96,28,0,Social
2891,617,6,2024-03-18,4,201.75,41,1,Ads
2892,261,195,2024-01-12,4,609.03,17,1,Direct
2893,989,375,2024-06-08,2,630.36,18,0,Ads
2894,2,311,2024-11-26,3,632.88,51,1,Ads
2895,881,86,2024-12-06,1,909.36,38,0,Email
2896,40,164,2024-08-26,3,571.69,55,1,Ads
2897,264,249,2024-09-26,5,666.9,50,1,Ads
2898,324,250,2024-11-28,4,833.28,9,0,Email
2899,733,378,2024-05-03,5,774.49,1,1,Social
2900,423,192,2024-10-14,2,552.13,39,1,Direct
2901,245,116,2024-10-11,3,509.52,19,0,Social
2902,947,163,2024-01-31,1,1147.02,15,0,Ads
2903,581,379,2024-07-07,2,141.2,36,0,Email
2904,149,340,2024-04-19,2,825.64,3,0,Ads
2905,886,37,2024-04-22,5,1027.06,19,0,Direct
2906,700,363,2024-08-11,2,710.34,17,0,Social
2907,552,120,2024-10-09,4,690.29,21,1,Ads
2908,720,178,2024-03-24,5,18.6,40,1,Social
2909,662,125,2024-05-16,3,1002.58,40,0,Ads
2910,567,278,2024-06-27,2,408.04,2,1,Social
2911,379,323,2024-09-08,5,705.24,47,1,Social
2912,650,26,2024-08-14,2,264.28,23,1,Direct
2913,135,123,2024-06-11,5,896.46,17,0,Email
2914,675,141,2024-03-17,1,832.8,10,1,Direct
2915,721,156,2024-12-10,1,1037.65,24,0,Email
2916,834,345,2024-06-12,1,101.71,44,0,Direct
2917,523,285,2024-01-15,3,732.93,51,0,Email
2918,195,17,2024-09-05,5,740.6,7,1,Direct
2919,60,11,2024-07-20,4,310.22,43,0,Social
2920,54,225,2024-11-30,2,1139.29,10,0,Ads
2921,161,172,2024-01-26,2,1028.38,8,0,Email
2922,831,137,2024-06-11,1,1099.31,17,1,Email
2923,149,267,2024-09-08,2,80.24,18,0,Ads
2924,766,155,2024-04-14,4,842.57,46,1,Email
2925,894,49,2024-07-20,2,884.4,24,0,Direct
2926,919,164,2024-11-19,4,157.87,10,1,Ads
2927,948,332,2024-01-07,4,832.02,44,0,Direct
2928,316,261,2024-07-26,1,716.35,13,1,Direct
2929,969,133,2024-08-05,3,221.68,13,1,Social
2930,507,392,2024-11-14,4,26.0,56,1,Social
2931,977,250,2024-12-23,1,1080.1,5,0,Social
2932,671,197,2024-05-29,3,830.99,35,0,Social
2933,113,363,2024-10-18,2,1195.01,33,1,Direct
2934,46,346,2024-02-18,4,393.43,55,0,Direct
2935,429,129,2024-05-07,2,470.11,17,0,Ads
2936,463,127,2024-12-11,1,1092.12,49,0,Direct
2937,682,222,2024-03-16,1,749.93,38,0,Social
2938,214,305,2024-03-03,5,606.23,48,0,Email
2939,451,256,2024-04-07,2,540.8,55,1,Email
2940,475,286,2024-07-30,2,215.78,1,1,Ads
2941,39,330,2024-02-11,3,227.52,29,0,Ads
2942,913,383,2024-07-31,2,910.94,14,0,Email
2943,566,82,2024-07-12,4,234.8,41,1,Email
2944,472,231,2024-01-21,5,592.68,31,1,Email
2945,908,348,2024-03-16,4,827.85,26,1,Direct
2946,983,380,2024-05-15,4,343.01,33,0,Email
2947,525,354,2024-09-12,3,1145.56,32,1,Ads
2948,952,186,2024-02-22,3,540.98,42,0,Social
2949,183,95,2024-04-28,4,327.06,57,1,Social
2950,34,27,2024-12-02,4,229.89,60,0,Direct
2951,448,78,2024-01-04,3,802.09,7,0,Ads
2952,537,384,2024-09-27,3,479.0,29,1,Direct
2953,784,89,2024-10-15,3,817.8,39,0,Ads
2954,971,150,2024-09-11,1,1188.01,10,1,Direct
2955,854,321,2024-11-16,5,1013.16,46,1,Direct
2956,569,190,2024-07-13,5,575.76,3,0,Ads
2957,679,100,2024-03-19,4,493.68,2,1,Email
2958,722,358,2024-05-11,3,343.61,32,0,Direct
2959,313,399,2024-09-14,2,85.08,24,1,Ads
2960,795,330,2024-03-28,4,168.45,52,1,Social
2961,727,2,2024-10-23,4,642.38,17,0,Ads
2962,446,70,2024-04-29,1,341.51,12,0,Social
2963,822,305,2024-06-26,1,493.76,8,1,Social
2964,498,357,2024-01-21,1,827.85,39,0,Ads
2965,302,225,2024-07-18,1,233.52,55,1,Direct
2966,146,228,2024-03-14,2,410.46,47,0,Ads
2967,972,124,2024-02-01,2,848.46,46,1,Social
2968,421,343,2024-10-04,2,16.25,3,1,Email
2969,56,369,2024-04-13,3,332.72,23,0,Direct
2970,491,304,2024-05-12,4,542.47,15,0,Ads
2971,440,328,2024-06-10,5,338.58,33,0,Ads
2972,941,241,2024-04-01,2,970.55,51,0,Direct
2973,246,256,2024-07-06,2,1123.75,4,0,Direct
2974,197,208,2024-03-11,2,895.41,28,0,Email
2975,867,181,2024-04-16,4,75.46,14,1,Email
2976,336,42,2024-03-04,4,560.36,59,1,Direct
2977,484,223,2024-12-04,4,679.32,4,1,Ads
2978,889,62,2024-03-23,1,939.03,30,1,Direct
2979,578,366,2024-12-25,1,548.25,41,1,Email
2980,631,131,2024-04-09,1,1084.43,51,0,Ads
2981,32,127,2024-07-31,1,305.4,4,0,Email
2982,867,28,2024-09-08,1,205.3,18,1,Social
2983,438,289,2024-11-02,5,842.13,17,0,Email
2984,168,38,2024-02-15,3,795.64,20,0,Direct
2985,157,156,2024-01-23,3,555.62,59,1,Ads
2986,960,351,2024-06-27,4,210.64,49,1,Direct
2987,707,24,2024-02-21,1,1059.07,55,1,Social
2988,653,227,2024-02-27,5,200.05,20,1,Email
2989,983,242,2024-06-03,3,20.85,41,1,Social
2990,455,341,2024-08-01,5,341.07,7,0,Email
2991,989,299,2024-09-04,1,33.16,50,0,Ads
2992,158,4,2024-09-06,1,420.09,6,0,Email
2993,844,90,2024-12-01,4,329.94,3,1,Direct
2994,872,215,2024-07-26,4,560.94,5,1,Social
2995,291,237,2024-02-22,5,658.61,36,1,Direct
2996,19,309,2024-08-30,4,425.53,15,1,Social
2997,604,337,2024-03-15,3,256.51,12,1,Email
2998,805,28,2024-02-01,5,307.6,25,1,Direct
2999,256,253,2024-09-13,5,168.54,47,1,Email
3000,121,87,2024-03-13,2,247.92,9,0,Ads
3001,518,295,2024-02-10,1,66.63,57,1,Direct
3002,663,246,2024-03-08,4,904.91,10,1,Email
3003,142,172,2024-06-11,2,820.08,58,1,Email
3004,662,150,2024-08-13,4,60.69,7,1,Email
3005,203,193,2024-01-21,4,900.2,28,0,Email
3006,101,73,2024-05-22,2,33.81,22,1,Social
3007,601,124,2024-05-11,5,338.77,21,0,Social
3008,500,200,2024-08-23,2,411.42,30,0,Email
3009,674,102,2024-05-13,5,161.2,24,1,Ads
3010,544,376,2024-05-26,2,211.3,12,0,Direct
3011,834,215,2024-04-19,1,1046.25,29,0,Social
3012,358,262,2024-05-07,2,24.04,51,0,Ads
3013,648,31,2024-01-21,1,455.66,22,1,Social
3014,454,316,2024-12-17,4,277.32,45,1,Social
3015,602,128,2024-12-27,3,1087.8,31,0,Email
3016,619,83,2024-11-24,2,112.83,32,1,Ads
3017,465,211,2024-01-19,1,701.38,33,0,Social
3018,288,198,2024-11-10,2,242.61,21,0,Direct
3019,240,379,2024-07-14,3,867.11,41,1,Ads
3020,595,61,2024-12-14,5,170.32,60,0,Email
3021,227,376,2024-10-28,2,41.08,37,1,Direct
3022,891,304,2024-08-03,1,72.59,10,0,Social
3023,14,359,2024-11-04,3,198.62,60,0,Email
3024,486,235,2024-11-15,4,923.1,25,0,Ads
3025,40,363,2024-02-01,2,103.4,27,0,Social
3026,552,263,2024-10-19,3,1000.79,4,1,Ads
3027,436,196,2024-12-23,1,798.31,11,1,Email
3028,607,300,2024-07-07,1,823.61,24,0,Ads
3029,897,329,2024-06-30,4,396.52,30,0,Ads
3030,240,161,2024-06-26,5,204.15,38,0,Social
3031,475,11,2024-07-02,4,18.21,48,1,Direct
3032,735,281,2024-02-19,4,945.85,19,1,Email
3033,365,247,2024-01-08,2,69.14,33,1,Ads
3034,955,30,2024-10-25,5,914.47,5,1,Direct
3035,914,37,2024-11-28,2,324.55,19,0,Social
3036,828,152,2024-12-09,5,938.03,56,1,Email
3037,737,374,2024-08-27,4,16.55,39,0,Social
3038,267,66,2024-07-16,5,654.76,12,1,Social
3039,308,382,2024-03-07,4,1174.52,28,1,Social
3040,722,205,2024-12-20,4,468.13,46,0,Social
3041,383,305,2024-09-16,2,128.28,54,0,Direct
3042,209,262,2024-08-30,2,1147.65,47,0,Direct
3043,178,311,2024-11-04,1,539.42,30,1,Email
3044,839,55,2024-08-13,4,939.92,3,0,Social
3045,414,270,2024-03-29,1,414.05,58,0,Social
3046,21,254,2024-05-31,1,459.79,17,1,Email
